nav_date,M0155_2547,M0209_2548
2024-05-24,19.3812,30.4866
2024-05-27,19.4365,30.576
2024-05-28,19.3634,30.4617
2024-05-29,19.1356,30.1032
2024-05-30,19.1538,30.1313
2024-05-31,19.0524,29.9716
2024-06-04,18.9689,29.8379
2024-06-05,18.9812,29.8564
2024-06-06,18.8504,29.6503
2024-06-07,18.9118,29.7475
2024-06-10,18.7232,29.4494
2024-06-11,18.6834,29.3871
2024-06-12,18.7473,29.4884
2024-06-13,18.6973,29.4095
2024-06-14,18.6559,29.3441
2024-06-17,18.5092,29.1123
2024-06-18,18.5079,29.1104
2024-06-19,18.7081,29.4255
2024-06-20,18.617,29.2832
2024-06-21,18.6525,29.3393
2024-06-24,18.8073,29.5821
2024-06-25,18.831,29.619
2024-06-26,18.8545,29.6557
2024-11-15,21.6312,33.9958
2024-11-18,21.7997,34.2615
2024-11-19,21.9323,34.471
2024-11-20,22.0061,34.5881
2024-11-21,21.5727,33.9053
2024-11-22,21.6771,34.0689
2024-11-25,21.635,34.0003
2024-11-26,21.5615,33.8856
2024-11-27,21.4391,33.691
2024-11-28,21.3901,33.6105
2024-11-29,21.324,33.5089
2024-12-02,21.5119,33.8037
2024-12-03,21.8229,34.2878
2024-12-04,21.7437,34.1639
2024-12-06,21.7728,34.208
2024-12-09,21.7282,34.1383
2024-12-11,21.6582,34.0282
2024-12-12,21.6145,33.9607
2024-12-13,21.4577,33.7126
2024-12-16,21.3772,33.5852
2024-12-17,20.9821,32.9667
2024-12-18,21.0441,33.0648
2024-12-19,20.7028,32.5297
2024-12-20,20.5347,32.2646
2024-12-23,20.9094,32.8554
2024-12-24,21.0136,33.0184
2024-12-25,21.0725,33.1102
2024-12-26,21.0571,33.0871
2024-12-27,21.1144,33.1755
2024-12-30,21.0502,33.0717
2025-01-02,20.7164,32.5421
2025-01-03,20.8158,32.6987
2025-01-06,20.6449,32.4283
2025-01-07,20.9703,32.9441
2025-01-08,20.9544,32.922
2025-01-09,20.6206,32.3963
2025-01-10,20.7271,32.5598
2025-01-13,20.494,32.1937
2025-01-14,20.3098,31.9042
2025-01-15,20.5346,32.257
2025-01-16,20.5212,32.2316
2025-01-17,20.3426,31.9532
2025-01-20,20.3473,31.9606
2025-01-21,20.5285,32.2453
2025-01-22,20.6879,32.4907
2025-01-23,20.3836,32.0145
2025-01-24,20.5385,32.2572
2025-01-27,20.2962,31.8777
2025-01-28,20.3569,31.9732
2025-01-29,20.3334,31.9367
2025-01-30,20.2126,31.7483
2025-01-31,19.8916,31.2417
2025-02-03,19.7327,30.9923
2025-02-04,19.7093,30.9558
2025-02-05,19.4699,30.5786
2025-02-06,19.101,29.9975
2025-02-07,19.472,30.5822
2025-02-10,19.2791,30.2791
2025-02-11,19.4449,30.5429
2025-02-13,19.496,30.6209
2025-02-14,19.2524,30.2438
2025-02-17,18.8348,29.5912
2025-02-18,18.7747,29.4966
2025-02-19,18.8366,29.5963
2025-02-20,18.5509,29.1569
2025-02-21,18.5525,29.1559
2025-02-24,18.3788,28.8752
2025-02-25,17.9729,28.2393
2025-02-26,18.3589,28.8356
2025-02-27,18.1495,28.5119
2025-02-28,17.9511,28.197
2025-03-03,17.6935,27.7939
2025-03-04,17.4765,27.4608
2025-03-05,17.9566,28.2126
2025-03-06,17.724,27.8462
2025-03-07,17.9364,28.1849
2025-03-10,17.5209,27.5293
2025-03-11,17.6807,27.7801
2025-03-12,17.2537,27.1109
2025-03-13,17.2533,27.1079
2025-03-14,17.4873,27.4753
2025-03-17,17.4313,27.3932
2025-03-18,17.5523,27.5816
2025-03-19,17.7616,27.9139
2025-03-20,17.6226,27.6943
2025-03-21,17.7767,27.9384
2025-03-24,17.8612,28.0705
2025-03-25,17.791,27.9566
2025-03-26,17.8862,28.1065
2025-03-27,17.8801,28.0954
2025-03-31,17.4315,27.3896
2025-04-01,17.6157,27.6758
2025-04-02,17.7023,27.8149
2025-04-03,17.5104,27.5009
2025-04-04,16.8861,26.5178
2025-04-08,16.1493,25.3367
2025-04-09,16.437,25.7946
2025-04-10,17.2218,27.041
2025-04-11,17.159,26.9339
2025-04-16,17.3185,27.2036
2025-04-17,17.3323,27.2244
2025-04-18,17.4809,27.4557
2025-04-21,17.2097,27.0282
2025-04-22,17.3565,27.2618
2025-04-23,17.5723,27.5911
2025-04-24,17.4309,27.3702
2025-04-25,17.6598,27.7268
2025-04-28,17.6993,27.7933
2025-04-29,17.9565,28.1993
2025-04-30,18.4731,28.9947
2025-05-02,18.4979,29.027
2025-05-06,18.3528,28.7914
2025-05-07,18.9415,29.7177
2025-05-08,18.7162,29.3692
2025-05-09,18.8523,29.5846
2025-05-13,18.8655,29.5979
2025-05-14,18.9576,29.7389
2025-05-15,18.6017,29.1731
2025-05-16,17.9362,29.2079
2025-05-19,,28.9554
2025-05-20,17.8265,29.0503
2025-05-21,17.7068,28.8526
2025-05-22,17.6409,28.7482
2025-05-23,17.6829,28.8122
2025-05-26,17.7287,28.8755
2025-05-27,17.4589,28.4377
2025-05-28,17.3969,28.3325
2025-05-29,17.445,28.414
2025-05-30,17.1682,27.9644
2025-06-04,16.8994,27.5259
2025-06-05,17.0593,27.7843
2025-06-06,16.9731,27.6394
2025-06-09,16.939,27.5816
2025-06-10,17.0146,27.7049
2025-06-11,17.0788,27.8038
2025-06-12,16.8689,27.4631
2025-06-13,16.8031,27.3497
2025-06-16,16.6989,27.1883
2025-06-17,16.6612,27.1247
2025-06-18,16.3445,26.5935
2025-06-19,15.9429,25.9341
2025-06-20,15.9511,25.9466
2025-06-23,15.9353,25.9257
2025-06-24,16.5686,26.9647
2025-06-25,16.6861,27.1534
2025-06-26,16.617,27.0482
2025-06-27,16.1902,26.3488
2025-06-30,16.2999,26.5123
2025-07-01,16.6481,27.0779
2025-07-02,16.7089,27.1767
2025-07-03,16.8437,27.3952
2025-07-04,16.7061,27.1704
2025-07-07,16.7754,27.2837
2025-07-08,16.6565,27.0913
2025-07-09,16.585,26.9738
2025-07-11,16.748,27.2376
2025-07-14,17.1125,27.83
2025-07-15,17.3712,28.2489
2025-07-16,17.3254,28.1742
2025-07-17,18.0074,29.2855
2025-07-18,18.1575,29.5315
2025-07-21,18.1697,29.5512
2025-07-22,17.9234,29.1525
2025-07-23,18.3647,29.8683
2025-07-24,18.2615,29.7005
2025-07-25,18.3531,29.8517
2025-07-29,18.6322,30.2976
2025-07-30,18.7524,30.4932
2025-07-31,18.7384,30.4708
2025-08-01,18.3179,29.7881
2025-08-04,18.5455,30.1602
2025-08-05,18.7561,30.5008
2025-08-06,18.9379,30.7969
2025-08-07,18.9727,30.8524
2025-08-08,18.8411,30.6379
2025-08-13,19.1188,31.0933
2025-08-14,18.9009,30.7385
2025-08-15,18.8286,30.6216
2025-08-18,18.6229,30.2857
2025-08-19,18.5511,30.1683
2025-08-20,18.7967,30.5637
2025-08-21,18.8103,30.5853
2025-08-22,18.9132,30.755
2025-08-25,19.0575,30.9885
2025-08-26,18.8959,30.7247
2025-08-27,18.864,30.6747
2025-08-28,18.8754,30.691
2025-08-29,18.6744,30.3653
2025-09-01,18.8134,30.5887
2025-09-02,18.8938,30.7163
2025-09-03,19.0438,30.9603
2025-09-04,18.8714,30.679
2025-09-05,19.0331,30.9416
2025-09-08,18.9852,30.8615
2025-09-09,19.1367,31.1067
2025-09-10,19.1559,31.1393
2025-09-11,19.331,31.4274
2025-09-12,19.4023,31.544
2025-09-15,19.4756,31.6646
2025-09-16,19.5785,31.8311
2025-09-17,19.5637,31.8084
2025-09-18,19.4429,31.6145
2025-09-19,19.3534,31.4679
2025-09-22,19.2253,31.2612
2025-09-23,19.1075,31.0767
2025-09-24,19.1399,31.1254
2025-09-25,19.3067,31.3952
2025-09-26,19.1379,31.1175
2025-09-29,19.337,31.4421
2025-09-30,19.1296,31.1122
2025-10-01,19.1481,31.142
2025-10-02,19.3288,31.4342
2025-10-03,19.4212,31.5851
2025-10-06,19.2843,31.3625
2025-10-07,19.5595,31.8062
2025-10-08,19.5543,31.7969
2025-10-09,19.7484,32.1095
2025-10-10,19.3915,31.5329
2025-10-14,19.081,31.0302
2025-10-15,19.3925,31.5358
2025-10-16,19.4433,31.6154
2025-10-17,19.2131,31.2432
2025-10-20,19.4116,31.564
2025-10-21,19.4943,31.6977
2025-10-22,19.7094,32.0457
2025-10-24,19.939,32.4169
2025-10-27,20.0144,32.536
2025-10-28,19.847,32.2651
2025-10-29,19.8731,32.3074
2025-10-30,19.8779,32.3167
2025-10-31,19.7865,32.1676
2025-11-03,19.7687,32.1386
2025-11-04,19.6077,31.8788
2025-11-05,19.5757,31.8274
2025-11-06,19.822,32.2265
2025-11-07,19.682,31.9965
2025-11-10,19.7502,32.1063
2025-11-11,19.6822,31.9932
2025-11-12,19.4617,31.6364
2025-11-13,19.5212,31.7321
2025-11-14,19.2533,31.2981
2025-11-17,19.4645,31.6396
2025-11-18,19.3103,31.3887
2025-11-19,19.2766,31.3351
2025-11-20,19.4422,31.5989
2025-11-21,19.0396,30.9481
2025-11-24,19.0363,30.9405
2025-11-25,19.2849,31.3389
2025-11-26,19.1941,31.1919
2025-11-27,19.0723,30.9961
2025-11-28,19.1255,31.0825
2025-12-01,19.452,31.6085
2025-12-02,19.474,31.6415
2025-12-03,19.4381,31.5791
2025-12-04,19.4784,31.6338
2025-12-08,19.3447,31.4153
2025-12-09,19.4744,31.6238
2025-12-11,19.2816,31.3122
2025-12-12,19.2684,31.2958
2025-12-15,19.5771,31.789
2025-12-16,19.3839,31.4743
2025-12-17,19.3254,31.3801
2025-12-18,19.2856,31.3115
2025-12-19,19.282,31.3095
2025-12-22,19.5305,31.7144
2025-12-23,19.5971,31.8204
2025-12-24,19.6609,31.924
2025-12-25,19.5227,31.6992
2025-12-26,19.4444,31.573
2025-12-29,19.3471,31.4164
2025-12-30,19.4442,31.5798
2026-01-05,19.7296,32.0418
2026-01-06,19.6247,31.8691
2026-01-07,19.678,31.9539
2026-01-08,19.3833,31.4792
2026-01-09,19.3876,31.4882
2026-01-12,19.2627,31.2877
2026-01-13,19.2012,31.1872
2026-01-14,19.3971,31.505
2026-01-15,19.6384,31.8969
2026-01-16,19.9053,32.3289
2026-01-19,19.9958,32.4752
2026-01-20,20.2183,32.835
2026-01-21,20.4906,33.2792
2026-01-22,20.3389,33.0369
2026-01-23,20.3793,33.1025
2026-01-26,20.2901,32.9571
2026-01-27,20.6593,33.5568
2026-01-28,20.7676,33.7319
2026-01-29,20.6278,33.5056
2026-01-30,20.5141,33.3208
2026-02-02,20.5094,33.3114
2026-02-03,20.7288,33.6664
2026-02-04,20.9889,34.0885
2026-02-05,21.0113,34.1236
2026-02-06,21.1321,34.3194
2026-02-09,21.9016,35.5621
2026-02-10,22.0831,35.8524
2026-02-11,22.0694,35.8344
2026-02-12,22.5767,36.6546
2026-02-13,22.4062,36.3799
2026-02-16,22.5054,36.5368
2026-02-17,22.8363,37.0724
2026-02-18,22.9142,37.1993
2026-02-19,23.3104,37.8437
2026-02-20,23.1155,37.53
2026-02-23,23.0967,37.5013
2026-02-24,23.2679,37.7858
2026-02-25,23.643,38.3963
2026-02-26,23.8741,38.7735
2026-02-27,23.8697,38.7676
2026-03-02,23.0162,37.3853
2026-03-04,21.7828,35.3944
2026-03-05,22.2699,36.1863
2026-03-06,22.1337,35.9649
2026-03-09,21.7081,35.2709
2026-03-10,22.0659,35.8533
2026-03-11,22.0714,35.8639
2026-03-12,22.4689,36.5074
2026-03-13,22.1573,36.0022
2026-03-16,22.0805,35.8776
2026-03-17,22.5651,36.663
2026-03-18,22.6141,36.742
2026-03-19,22.3136,36.2585
2026-03-20,22.5541,36.6442
2026-03-23,22.0081,35.7582
2026-03-24,22.235,36.1267
2026-03-25,22.8924,37.1977
2026-03-26,22.7351,36.9442
2026-03-27,22.7975,37.0444
2026-03-30,22.8874,37.1879
2026-03-31,22.9249,37.2502
2026-04-01,23.1856,37.6725
2026-04-02,23.1011,37.5372
2026-04-03,22.9129,37.2311
2026-04-07,23.0651,37.4807
2026-04-08,23.3403,37.9257
2026-04-09,23.3272,37.9034
2026-04-10,23.4981,38.177
2026-04-16,23.3347,37.9134
2026-04-17,23.1447,37.6054
2026-04-20,23.124,37.572
2026-04-21,23.1996,37.6939
2026-04-22,23.1946,37.6872
2026-04-23,22.9504,37.2946
2026-04-24,22.8655,37.1573
2026-04-27,23.1173,37.5621
2026-04-28,23.1318,37.5857
2026-04-29,23.3109,37.8717
2026-04-30,23.3113,37.8729
2026-05-05,23.317,37.8841
2026-05-06,23.6924,38.4835
2026-05-07,23.6358,38.3924
2026-05-08,23.5459,38.2502
2026-05-11,23.4094,38.0303
2026-05-12,23.3972,38.0117
2026-05-13,23.7385,38.5593
2026-05-14,24.168,39.2546
2026-05-15,22.7794,38.7965
2026-05-18,22.8296,38.8818
2026-05-19,22.8347,38.8944
2026-05-20,22.9483,39.0788
2026-05-21,22.9456,39.0703
2026-05-22,22.9832,39.1283
2026-05-25,23.1477,39.4075
2026-05-26,23.1226,39.3591
2026-05-27,23.2546,39.5707
2026-05-28,23.1797,39.4432
2026-05-29,23.1845,39.4509
2026-06-02,23.5261,40.0445
2026-06-04,23.627,40.2167
2026-06-05,23.5375,40.0773
2026-06-08,23.2424,39.5777
2026-06-09,23.374,39.7747
2026-06-10,23.1492,39.4001
2026-06-11,23.2404,39.5505
2026-06-12,23.5518,40.0791
2026-06-15,23.5248,40.0339
2026-06-16,23.5645,40.1126
2026-06-17,23.5756,40.1362
2026-06-18,23.562,40.1142
2026-06-19,23.4489,39.9331
2026-06-22,23.4589,39.9509
2026-06-23,23.0481,39.2648
2026-06-24,23.1809,39.4966
2026-06-25,23.2366,39.5794
2026-06-26,23.1539,39.462
2026-06-29,23.6232,40.2449
2026-06-30,23.7949,40.6232
2026-07-01,23.7066,40.4709
2026-07-02,23.9751,40.9262
2026-07-03,24.2699,41.431
2026-07-06,24.2915,41.4689
2026-07-07,24.1528,41.2336
2026-07-08,23.8137,40.6569
2026-07-09,24.2084,41.3267
2026-07-10,24.3677,41.5996
2026-07-13,24.4677,41.7693
2026-07-14,24.4634,41.7624
2026-07-15,24.541,41.8957
2026-07-16,24.7091,42.1838
2026-07-17,24.86,42.4369
2026-07-20,25.0561,42.7707
2026-07-21,25.1251,42.8885
2026-07-22,24.8766,42.4663
2026-07-23,24.84,42.4045
2026-07-24,24.9507,42.5934
2026-07-27,24.8106,42.3541
2026-07-30,24.5836,41.9642
2026-07-31,24.865,42.44
